,Дата,Расход пресной воды
0,2023-01-01 00:00:00,8.7
2,2023-01-01 04:00:00,8.8
3,2023-01-01 06:00:00,8.8
4,2023-01-01 08:00:00,8.8
5,2023-01-01 10:00:00,8.8
6,2023-01-01 12:00:00,8.8
7,2023-01-01 14:00:00,8.7
8,2023-01-01 16:00:00,8.7
9,2023-01-01 18:00:00,8.7
10,2023-01-01 20:00:00,8.7
11,2023-01-01 22:00:00,8.7
12,2023-01-02 00:00:00,8.7
13,2023-01-01 02:00:00,8.8
14,2023-01-02 04:00:00,8.8
15,2023-01-02 06:00:00,8.8
16,2023-01-02 08:00:00,8.8
17,2023-01-02 10:00:00,8.8
18,2023-01-02 12:00:00,8.8
19,2023-01-02 14:00:00,8.7
20,2023-01-02 16:00:00,8.5
21,2023-01-02 18:00:00,8
22,2023-01-02 20:00:00,8
23,2023-01-02 22:00:00,8
24,2023-01-03 00:00:00,8
25,2023-01-02 02:00:00,8
26,2023-01-03 04:00:00,8
27,2023-01-03 06:00:00,8
28,2023-01-03 08:00:00,8
29,2023-01-03 10:00:00,7.8
30,2023-01-03 12:00:00,7.6
31,2023-01-03 14:00:00,7.6
32,2023-01-03 16:00:00,7.6
33,2023-01-03 18:00:00,7.6
34,2023-01-03 20:00:00,7.6
35,2023-01-03 22:00:00,7.6
36,2023-01-04 00:00:00,7.6
37,2023-01-03 02:00:00,8.2
38,2023-01-04 04:00:00,8.2
39,2023-01-04 06:00:00,8.2
40,2023-01-04 08:00:00,8.2
41,2023-01-04 10:00:00,8.2
42,2023-01-04 12:00:00,8.2
43,2023-01-04 14:00:00,8.3
44,2023-01-04 16:00:00,8.3
45,2023-01-04 18:00:00,8.3
46,2023-01-04 20:00:00,8.3
47,2023-01-04 22:00:00,8.3
48,2023-01-05 00:00:00,8.3
49,2023-01-04 02:00:00,8.2
50,2023-01-05 04:00:00,8.2
51,2023-01-05 06:00:00,8.2
52,2023-01-05 08:00:00,8.7
53,2023-01-05 10:00:00,8.8
54,2023-01-05 12:00:00,8.9
55,2023-01-05 14:00:00,9
56,2023-01-05 16:00:00,9
57,2023-01-05 18:00:00,9
58,2023-01-05 20:00:00,9
59,2023-01-05 22:00:00,9
60,2023-01-06 00:00:00,9
61,2023-01-05 02:00:00,9
62,2023-01-06 04:00:00,9
63,2023-01-06 06:00:00,9.1
64,2023-01-06 08:00:00,9.1
65,2023-01-06 10:00:00,9.1
66,2023-01-06 12:00:00,9.1
67,2023-01-06 14:00:00,9.1
68,2023-01-06 16:00:00,9.1
69,2023-01-06 18:00:00,9.1
70,2023-01-06 20:00:00,9.1
71,2023-01-06 22:00:00,9.1
73,2023-01-06 02:00:00,9
84,2023-01-08 00:00:00,8.5
86,2023-01-08 04:00:00,8.9
87,2023-01-08 06:00:00,9
88,2023-01-08 08:00:00,8.9
89,2023-01-08 10:00:00,8.9
90,2023-01-08 12:00:00,8.9
91,2023-01-08 14:00:00,8.9
92,2023-01-08 16:00:00,8.9
93,2023-01-08 18:00:00,8.9
94,2023-01-08 20:00:00,8.9
95,2023-01-08 22:00:00,8.9
96,2023-01-09 00:00:00,8.9
97,2023-01-08 02:00:00,9
98,2023-01-09 04:00:00,9
99,2023-01-09 06:00:00,9
100,2023-01-09 08:00:00,9
101,2023-01-09 10:00:00,9
102,2023-01-09 12:00:00,9
103,2023-01-09 14:00:00,9
104,2023-01-09 16:00:00,9
105,2023-01-09 18:00:00,9
106,2023-01-09 20:00:00,9
107,2023-01-09 22:00:00,9
108,2023-01-10 00:00:00,9
109,2023-01-09 02:00:00,9
110,2023-01-10 04:00:00,9
111,2023-01-10 06:00:00,9
112,2023-01-10 08:00:00,9
113,2023-01-10 10:00:00,9
114,2023-01-10 12:00:00,9
115,2023-01-10 14:00:00,9
116,2023-01-10 16:00:00,8
117,2023-01-10 18:00:00,8
118,2023-01-10 20:00:00,8
119,2023-01-10 22:00:00,8
120,2023-01-11 00:00:00,8
121,2023-01-10 02:00:00,8.5
122,2023-01-11 04:00:00,9
123,2023-01-11 06:00:00,9
124,2023-01-11 08:00:00,9
125,2023-01-11 10:00:00,9.2
126,2023-01-11 12:00:00,9.1
127,2023-01-11 14:00:00,9.1
128,2023-01-11 16:00:00,9.2
129,2023-01-11 18:00:00,9.3
130,2023-01-11 20:00:00,9.1
131,2023-01-11 22:00:00,9.2
132,2023-01-12 00:00:00,9.3
133,2023-01-11 02:00:00,9.1
134,2023-01-12 04:00:00,9.1
135,2023-01-12 06:00:00,9
136,2023-01-12 08:00:00,9
137,2023-01-12 10:00:00,9
138,2023-01-12 12:00:00,9.1
139,2023-01-12 14:00:00,9.1
140,2023-01-12 16:00:00,9.1
141,2023-01-12 18:00:00,9.1
142,2023-01-12 20:00:00,9.1
143,2023-01-12 22:00:00,9.2
144,2023-01-13 00:00:00,9.1
145,2023-01-12 02:00:00,9.1
146,2023-01-13 04:00:00,9.1
147,2023-01-13 06:00:00,9.1
148,2023-01-13 08:00:00,9.1
149,2023-01-13 10:00:00,9.1
150,2023-01-13 12:00:00,9.1
151,2023-01-13 14:00:00,9.1
152,2023-01-13 16:00:00,9.1
153,2023-01-13 18:00:00,8.1
154,2023-01-13 20:00:00,8
155,2023-01-13 22:00:00,8.1
156,2023-01-14 00:00:00,8
157,2023-01-13 02:00:00,8
158,2023-01-14 04:00:00,8
159,2023-01-14 06:00:00,8
160,2023-01-14 08:00:00,8
161,2023-01-14 10:00:00,8
162,2023-01-14 12:00:00,8
163,2023-01-14 14:00:00,8
164,2023-01-14 16:00:00,8
165,2023-01-14 18:00:00,8
166,2023-01-14 20:00:00,8
167,2023-01-14 22:00:00,8
168,2023-01-15 00:00:00,8
169,2023-01-14 02:00:00,8.1
170,2023-01-15 04:00:00,8.1
171,2023-01-15 06:00:00,8
172,2023-01-15 08:00:00,8
173,2023-01-15 10:00:00,8
174,2023-01-15 12:00:00,8
175,2023-01-15 14:00:00,8.1
176,2023-01-15 16:00:00,8.1
177,2023-01-15 18:00:00,8.1
178,2023-01-15 20:00:00,8.1
179,2023-01-15 22:00:00,8.2
180,2023-01-16 00:00:00,8.2
181,2023-01-15 02:00:00,7.9
182,2023-01-16 04:00:00,7.9
183,2023-01-16 06:00:00,7.9
184,2023-01-16 08:00:00,8
185,2023-01-16 10:00:00,7.9
186,2023-01-16 12:00:00,7.9
187,2023-01-16 14:00:00,7.9
188,2023-01-16 16:00:00,8
189,2023-01-16 18:00:00,7.9
190,2023-01-16 20:00:00,7.9
191,2023-01-16 22:00:00,7.9
192,2023-01-17 00:00:00,7.9
193,2023-01-16 02:00:00,7.9
194,2023-01-17 04:00:00,7.9
195,2023-01-17 06:00:00,7.9
196,2023-01-17 08:00:00,8
197,2023-01-17 10:00:00,7.9
198,2023-01-17 12:00:00,7.9
199,2023-01-17 14:00:00,7.9
200,2023-01-17 16:00:00,7.9
201,2023-01-17 18:00:00,7.9
202,2023-01-17 20:00:00,7.9
203,2023-01-17 22:00:00,7.9
204,2023-01-18 00:00:00,8
205,2023-01-17 02:00:00,7.9
206,2023-01-18 04:00:00,7.9
207,2023-01-18 06:00:00,7.9
208,2023-01-18 08:00:00,7.9
209,2023-01-18 10:00:00,7.9
210,2023-01-18 12:00:00,7.9
211,2023-01-18 14:00:00,7.9
212,2023-01-18 16:00:00,7.9
213,2023-01-18 18:00:00,7.9
214,2023-01-18 20:00:00,8
215,2023-01-18 22:00:00,7.9
216,2023-01-19 00:00:00,8
217,2023-01-18 02:00:00,8
218,2023-01-19 04:00:00,8
219,2023-01-19 06:00:00,8.1
220,2023-01-19 08:00:00,8.1
221,2023-01-19 10:00:00,8.1
222,2023-01-19 12:00:00,8.1
223,2023-01-19 14:00:00,8.1
224,2023-01-19 16:00:00,8.1
225,2023-01-19 18:00:00,8.1
226,2023-01-19 20:00:00,8.1
227,2023-01-19 22:00:00,8.1
228,2023-01-20 00:00:00,8.1
229,2023-01-19 02:00:00,8
230,2023-01-20 04:00:00,8
231,2023-01-20 06:00:00,8
232,2023-01-20 08:00:00,8
233,2023-01-20 10:00:00,8
234,2023-01-20 12:00:00,8
235,2023-01-20 14:00:00,8
236,2023-01-20 16:00:00,8
237,2023-01-20 18:00:00,8
238,2023-01-20 20:00:00,8
239,2023-01-20 22:00:00,8
240,2023-01-21 00:00:00,8
241,2023-01-20 02:00:00,8
242,2023-01-21 04:00:00,8
243,2023-01-21 06:00:00,8
244,2023-01-21 08:00:00,8
245,2023-01-21 10:00:00,8
246,2023-01-21 12:00:00,8
247,2023-01-21 14:00:00,8
248,2023-01-21 16:00:00,8
249,2023-01-21 18:00:00,8
250,2023-01-21 20:00:00,8
251,2023-01-21 22:00:00,8
252,2023-01-22 00:00:00,8
253,2023-01-21 02:00:00,7.9
254,2023-01-22 04:00:00,7.9
255,2023-01-22 06:00:00,8.1
256,2023-01-22 08:00:00,8.1
257,2023-01-22 10:00:00,8.1
258,2023-01-22 12:00:00,8.1
259,2023-01-22 14:00:00,8.1
260,2023-01-22 16:00:00,8
261,2023-01-22 18:00:00,8.1
262,2023-01-22 20:00:00,8.2
263,2023-01-22 22:00:00,8.2
264,2023-01-23 00:00:00,8.2
265,2023-01-22 02:00:00,8.2
266,2023-01-23 04:00:00,8.1
267,2023-01-23 06:00:00,8.1
268,2023-01-23 08:00:00,8
269,2023-01-23 10:00:00,7.8
270,2023-01-23 12:00:00,7.8
271,2023-01-23 14:00:00,7.9
272,2023-01-23 16:00:00,7.8
273,2023-01-23 18:00:00,7.8
274,2023-01-23 20:00:00,7.9
275,2023-01-23 22:00:00,7.8
276,2023-01-24 00:00:00,7.8
277,2023-01-23 02:00:00,8
278,2023-01-24 04:00:00,8
279,2023-01-24 06:00:00,8.2
280,2023-01-24 08:00:00,8.4
281,2023-01-24 10:00:00,8.2
282,2023-01-24 12:00:00,8.4
283,2023-01-24 14:00:00,8.2
284,2023-01-24 16:00:00,8.4
285,2023-01-24 18:00:00,8.2
286,2023-01-24 20:00:00,8.4
287,2023-01-24 22:00:00,8.2
288,2023-01-25 00:00:00,8.4
289,2023-01-24 02:00:00,8.2
290,2023-01-25 04:00:00,8.3
291,2023-01-25 06:00:00,8
292,2023-01-25 08:00:00,7.2
293,2023-01-25 10:00:00,7.2
294,2023-01-25 12:00:00,7.2
295,2023-01-25 14:00:00,7.1
296,2023-01-25 16:00:00,7.1
297,2023-01-25 18:00:00,7.2
298,2023-01-25 20:00:00,7.1
299,2023-01-25 22:00:00,7.2
300,2023-01-26 00:00:00,7.2
301,2023-01-25 02:00:00,7
302,2023-01-26 04:00:00,6.9
303,2023-01-26 06:00:00,6.9
304,2023-01-26 08:00:00,6.9
305,2023-01-26 10:00:00,6.9
306,2023-01-26 12:00:00,6.9
307,2023-01-26 14:00:00,6.9
308,2023-01-26 16:00:00,6.9
309,2023-01-26 18:00:00,6.9
310,2023-01-26 20:00:00,6.9
311,2023-01-26 22:00:00,6.9
312,2023-01-27 00:00:00,7
313,2023-01-26 02:00:00,7
314,2023-01-27 04:00:00,7
315,2023-01-27 06:00:00,7
316,2023-01-27 08:00:00,7
317,2023-01-27 10:00:00,7
318,2023-01-27 12:00:00,7
319,2023-01-27 14:00:00,7
320,2023-01-27 16:00:00,7
321,2023-01-27 18:00:00,7
322,2023-01-27 20:00:00,7
323,2023-01-27 22:00:00,7
325,2023-01-27 02:00:00,7
336,2023-01-28 00:00:00,7
338,2023-01-28 04:00:00,7.2
339,2023-01-28 06:00:00,7
340,2023-01-28 08:00:00,7.2
341,2023-01-28 10:00:00,7.2
342,2023-01-28 12:00:00,7.2
343,2023-01-28 14:00:00,7.2
344,2023-01-28 16:00:00,7.2
345,2023-01-28 18:00:00,7.2
346,2023-01-28 20:00:00,7.2
347,2023-01-28 22:00:00,7.2
348,2023-01-29 00:00:00,7.2
349,2023-01-28 02:00:00,7
350,2023-01-29 04:00:00,7.2
351,2023-01-29 06:00:00,7.2
352,2023-01-29 08:00:00,7.1
353,2023-01-29 10:00:00,7.2
354,2023-01-29 12:00:00,7.1
355,2023-01-29 14:00:00,7.2
356,2023-01-29 16:00:00,7.2
357,2023-01-29 18:00:00,7.2
358,2023-01-29 20:00:00,7.2
359,2023-01-29 22:00:00,7.2
360,2023-01-30 00:00:00,7.2
361,2023-01-29 02:00:00,7.1
362,2023-01-30 04:00:00,7.1
363,2023-01-30 06:00:00,7.1
364,2023-01-30 08:00:00,7.1
365,2023-01-30 10:00:00,7.1
366,2023-01-30 12:00:00,7.1
367,2023-01-30 14:00:00,7.1
368,2023-01-30 16:00:00,7.1
369,2023-01-30 18:00:00,7
370,2023-01-30 20:00:00,7.1
371,2023-01-30 22:00:00,7
372,2023-01-31 00:00:00,7.1
373,2023-01-30 02:00:00,7.2
374,2023-01-31 04:00:00,7.2
375,2023-01-31 06:00:00,7.2
376,2023-01-31 08:00:00,7.1
377,2023-01-31 10:00:00,7.2
378,2023-01-31 12:00:00,7.1
379,2023-01-31 14:00:00,7.2
380,2023-01-31 16:00:00,7.1
381,2023-01-31 18:00:00,7.2
382,2023-01-31 20:00:00,7.1
383,2023-01-31 22:00:00,7.2
384,2023-02-01 00:00:00,7.2
386,2023-02-01 04:00:00,7
387,2023-02-01 06:00:00,7
388,2023-02-01 08:00:00,7
389,2023-02-01 10:00:00,7
390,2023-02-01 12:00:00,7
391,2023-02-01 14:00:00,7
392,2023-02-01 16:00:00,7
393,2023-02-01 18:00:00,7
394,2023-02-01 20:00:00,7
395,2023-02-01 22:00:00,7
396,2023-02-02 00:00:00,7
397,2023-02-01 02:00:00,7.2
398,2023-02-02 04:00:00,7.2
399,2023-02-02 06:00:00,7.2
400,2023-02-02 08:00:00,7.2
401,2023-02-02 10:00:00,7.1
402,2023-02-02 12:00:00,7.2
403,2023-02-02 14:00:00,7.1
404,2023-02-02 16:00:00,7.2
405,2023-02-02 18:00:00,7.1
406,2023-02-02 20:00:00,7.2
407,2023-02-02 22:00:00,7.1
408,2023-02-03 00:00:00,7.2
409,2023-02-02 02:00:00,7
410,2023-02-03 04:00:00,7
411,2023-02-03 06:00:00,7
412,2023-02-03 08:00:00,7
413,2023-02-03 10:00:00,7
414,2023-02-03 12:00:00,7
415,2023-02-03 14:00:00,7
416,2023-02-03 16:00:00,7
417,2023-02-03 18:00:00,7
418,2023-02-03 20:00:00,7
419,2023-02-03 22:00:00,7
420,2023-02-04 00:00:00,7
421,2023-02-03 02:00:00,7.2
422,2023-02-04 04:00:00,7.2
423,2023-02-04 06:00:00,7.2
424,2023-02-04 08:00:00,7.2
425,2023-02-04 10:00:00,7.2
426,2023-02-04 12:00:00,7.1
427,2023-02-04 14:00:00,7.2
428,2023-02-04 16:00:00,7.1
429,2023-02-04 18:00:00,7.2
430,2023-02-04 20:00:00,7.1
431,2023-02-04 22:00:00,7.2
432,2023-02-05 00:00:00,7.1
433,2023-02-04 02:00:00,7.1
434,2023-02-05 04:00:00,7.2
435,2023-02-05 06:00:00,7.2
436,2023-02-05 08:00:00,7.2
437,2023-02-05 10:00:00,7.2
438,2023-02-05 12:00:00,7.2
439,2023-02-05 14:00:00,7.1
440,2023-02-05 16:00:00,7.2
441,2023-02-05 18:00:00,7.2
442,2023-02-05 20:00:00,7.2
443,2023-02-05 22:00:00,7.1
444,2023-02-06 00:00:00,7.1
445,2023-02-05 02:00:00,7.1
446,2023-02-06 04:00:00,7.1
447,2023-02-06 06:00:00,7.1
448,2023-02-06 08:00:00,7.1
449,2023-02-06 10:00:00,7.1
450,2023-02-06 12:00:00,7.1
451,2023-02-06 14:00:00,7.1
452,2023-02-06 16:00:00,7.1
453,2023-02-06 18:00:00,7
454,2023-02-06 20:00:00,7.1
455,2023-02-06 22:00:00,7
456,2023-02-07 00:00:00,7.1
457,2023-02-06 02:00:00,7.2
458,2023-02-07 04:00:00,7.2
459,2023-02-07 06:00:00,7.2
460,2023-02-07 08:00:00,7.2
461,2023-02-07 10:00:00,7.1
462,2023-02-07 12:00:00,7.2
463,2023-02-07 14:00:00,7.1
464,2023-02-07 16:00:00,7.2
465,2023-02-07 18:00:00,7.1
466,2023-02-07 20:00:00,7.2
467,2023-02-07 22:00:00,7.1
468,2023-02-08 00:00:00,7.2
469,2023-02-07 02:00:00,7.2
470,2023-02-08 04:00:00,7.2
471,2023-02-08 06:00:00,7.2
472,2023-02-08 08:00:00,7.2
473,2023-02-08 10:00:00,7.2
474,2023-02-08 12:00:00,7.2
475,2023-02-08 14:00:00,7.2
476,2023-02-08 16:00:00,7.2
477,2023-02-08 18:00:00,7.2
478,2023-02-08 20:00:00,7.2
479,2023-02-08 22:00:00,7
480,2023-02-09 00:00:00,7
481,2023-02-08 02:00:00,7
482,2023-02-09 04:00:00,7
483,2023-02-09 06:00:00,7
484,2023-02-09 08:00:00,7
485,2023-02-09 10:00:00,7
486,2023-02-09 12:00:00,7
487,2023-02-09 14:00:00,7
488,2023-02-09 16:00:00,6.8
489,2023-02-09 18:00:00,6.8
490,2023-02-09 20:00:00,6.8
491,2023-02-09 22:00:00,6.8
492,2023-02-10 00:00:00,6.8
493,2023-02-09 02:00:00,7
494,2023-02-10 04:00:00,7
495,2023-02-10 06:00:00,6.8
496,2023-02-10 08:00:00,6.8
497,2023-02-10 10:00:00,6.8
498,2023-02-10 12:00:00,6.8
499,2023-02-10 14:00:00,6.8
500,2023-02-10 16:00:00,6.8
501,2023-02-10 18:00:00,6.8
502,2023-02-10 20:00:00,6.8
503,2023-02-10 22:00:00,6.8
504,2023-02-11 00:00:00,6.8
505,2023-02-10 02:00:00,7
506,2023-02-11 04:00:00,7
507,2023-02-11 06:00:00,7
508,2023-02-11 08:00:00,7
509,2023-02-11 10:00:00,7
510,2023-02-11 12:00:00,7
511,2023-02-11 14:00:00,7
512,2023-02-11 16:00:00,6.8
513,2023-02-11 18:00:00,6.8
514,2023-02-11 20:00:00,6.8
515,2023-02-11 22:00:00,6.8
516,2023-02-12 00:00:00,6.8
517,2023-02-11 02:00:00,6.8
518,2023-02-12 04:00:00,6.8
519,2023-02-12 06:00:00,7
520,2023-02-12 08:00:00,7
521,2023-02-12 10:00:00,7
522,2023-02-12 12:00:00,7
523,2023-02-12 14:00:00,7
524,2023-02-12 16:00:00,7
525,2023-02-12 18:00:00,7.1
526,2023-02-12 20:00:00,7.1
527,2023-02-12 22:00:00,7.1
528,2023-02-13 00:00:00,7.1
529,2023-02-12 02:00:00,7
530,2023-02-13 04:00:00,7
531,2023-02-13 06:00:00,7
532,2023-02-13 08:00:00,7
533,2023-02-13 10:00:00,7
534,2023-02-13 12:00:00,7
535,2023-02-13 14:00:00,7
536,2023-02-13 16:00:00,7
537,2023-02-13 18:00:00,7
538,2023-02-13 20:00:00,7
539,2023-02-13 22:00:00,7
540,2023-02-14 00:00:00,7
541,2023-02-13 02:00:00,7
542,2023-02-14 04:00:00,7
543,2023-02-14 06:00:00,6.9
544,2023-02-14 08:00:00,6.9
545,2023-02-14 10:00:00,6.9
546,2023-02-14 12:00:00,6.9
